[Chat Event] Time: 2026-07-19T08:34:07.402Z | Room: 2afbab0ebcdf8d2539323671bd12ef68 | Sockets in Room: [] | Content: บอกแวร์อย่าแพร่ม
[Chat Event] Time: 2026-07-22T16:44:19.004Z | Room: 2afbab0ebcdf8d2539323671bd12ef68 | Sockets in Room: ["MITNXOtvwW5hiRlOAAAB","MV_CR-9nUaYOPwdBAAAF","9vhbO5VDXdXFm8IQAAAH","Ng6hqWgdPeWVnRKdAAAJ","jOX6D5afkerdjHnMAAAN","9vZUEO9SGCAwSuBxAAAO","nQUxpK3MJuZ2NDFcAAAP","ZluMdbL-0ooqM3k3AAAR","nlQI2i6TY5NRBFjSAAAT"] | Content: 55555
[Chat Event] Time: 2026-07-22T16:44:19.807Z | Room: 2afbab0ebcdf8d2539323671bd12ef68 | Sockets in Room: ["MITNXOtvwW5hiRlOAAAB","MV_CR-9nUaYOPwdBAAAF","9vhbO5VDXdXFm8IQAAAH","Ng6hqWgdPeWVnRKdAAAJ","jOX6D5afkerdjHnMAAAN","9vZUEO9SGCAwSuBxAAAO","nQUxpK3MJuZ2NDFcAAAP","ZluMdbL-0ooqM3k3AAAR","nlQI2i6TY5NRBFjSAAAT"] | Content: 555555 ตลกอ่ะ
[Chat Event] Time: 2026-07-22T16:44:19.807Z | Room: 2afbab0ebcdf8d2539323671bd12ef68 | Sockets in Room: ["MITNXOtvwW5hiRlOAAAB","MV_CR-9nUaYOPwdBAAAF","9vhbO5VDXdXFm8IQAAAH","Ng6hqWgdPeWVnRKdAAAJ","jOX6D5afkerdjHnMAAAN","9vZUEO9SGCAwSuBxAAAO","nQUxpK3MJuZ2NDFcAAAP","ZluMdbL-0ooqM3k3AAAR","nlQI2i6TY5NRBFjSAAAT"] | Content: 55555
[Chat Event] Time: 2026-07-22T16:44:21.524Z | Room: 2afbab0ebcdf8d2539323671bd12ef68 | Sockets in Room: ["MITNXOtvwW5hiRlOAAAB","MV_CR-9nUaYOPwdBAAAF","9vhbO5VDXdXFm8IQAAAH","Ng6hqWgdPeWVnRKdAAAJ","jOX6D5afkerdjHnMAAAN","9vZUEO9SGCAwSuBxAAAO","nQUxpK3MJuZ2NDFcAAAP","ZluMdbL-0ooqM3k3AAAR","nlQI2i6TY5NRBFjSAAAT"] | Content: [laughcry][laughcry]
[Chat Event] Time: 2026-07-22T16:44:21.525Z | Room: 2afbab0ebcdf8d2539323671bd12ef68 | Sockets in Room: ["MITNXOtvwW5hiRlOAAAB","MV_CR-9nUaYOPwdBAAAF","9vhbO5VDXdXFm8IQAAAH","Ng6hqWgdPeWVnRKdAAAJ","jOX6D5afkerdjHnMAAAN","9vZUEO9SGCAwSuBxAAAO","nQUxpK3MJuZ2NDFcAAAP","ZluMdbL-0ooqM3k3AAAR","nlQI2i6TY5NRBFjSAAAT"] | Content: ลุ้นจัด
[Chat Event] Time: 2026-07-22T16:44:21.525Z | Room: 2afbab0ebcdf8d2539323671bd12ef68 | Sockets in Room: ["MITNXOtvwW5hiRlOAAAB","MV_CR-9nUaYOPwdBAAAF","9vhbO5VDXdXFm8IQAAAH","Ng6hqWgdPeWVnRKdAAAJ","jOX6D5afkerdjHnMAAAN","9vZUEO9SGCAwSuBxAAAO","nQUxpK3MJuZ2NDFcAAAP","ZluMdbL-0ooqM3k3AAAR","nlQI2i6TY5NRBFjSAAAT"] | Content: 5555555
[Chat Event] Time: 2026-07-22T16:44:21.526Z | Room: 2afbab0ebcdf8d2539323671bd12ef68 | Sockets in Room: ["MITNXOtvwW5hiRlOAAAB","MV_CR-9nUaYOPwdBAAAF","9vhbO5VDXdXFm8IQAAAH","Ng6hqWgdPeWVnRKdAAAJ","jOX6D5afkerdjHnMAAAN","9vZUEO9SGCAwSuBxAAAO","nQUxpK3MJuZ2NDFcAAAP","ZluMdbL-0ooqM3k3AAAR","nlQI2i6TY5NRBFjSAAAT"] | Content: วุ่นวายมาก 55555
[Chat Event] Time: 2026-07-22T16:44:22.273Z | Room: 2afbab0ebcdf8d2539323671bd12ef68 | Sockets in Room: ["MITNXOtvwW5hiRlOAAAB","MV_CR-9nUaYOPwdBAAAF","9vhbO5VDXdXFm8IQAAAH","Ng6hqWgdPeWVnRKdAAAJ","jOX6D5afkerdjHnMAAAN","9vZUEO9SGCAwSuBxAAAO","nQUxpK3MJuZ2NDFcAAAP","ZluMdbL-0ooqM3k3AAAR","nlQI2i6TY5NRBFjSAAAT"] | Content: 555
[Chat Event] Time: 2026-07-22T16:44:22.273Z | Room: 2afbab0ebcdf8d2539323671bd12ef68 | Sockets in Room: ["MITNXOtvwW5hiRlOAAAB","MV_CR-9nUaYOPwdBAAAF","9vhbO5VDXdXFm8IQAAAH","Ng6hqWgdPeWVnRKdAAAJ","jOX6D5afkerdjHnMAAAN","9vZUEO9SGCAwSuBxAAAO","nQUxpK3MJuZ2NDFcAAAP","ZluMdbL-0ooqM3k3AAAR","nlQI2i6TY5NRBFjSAAAT"] | Content: 6555555
[Chat Event] Time: 2026-07-22T16:44:22.274Z | Room: 2afbab0ebcdf8d2539323671bd12ef68 | Sockets in Room: ["MITNXOtvwW5hiRlOAAAB","MV_CR-9nUaYOPwdBAAAF","9vhbO5VDXdXFm8IQAAAH","Ng6hqWgdPeWVnRKdAAAJ","jOX6D5afkerdjHnMAAAN","9vZUEO9SGCAwSuBxAAAO","nQUxpK3MJuZ2NDFcAAAP","ZluMdbL-0ooqM3k3AAAR","nlQI2i6TY5NRBFjSAAAT"] | Content: 5555555
[Chat Event] Time: 2026-07-22T16:44:22.275Z | Room: 2afbab0ebcdf8d2539323671bd12ef68 | Sockets in Room: ["MITNXOtvwW5hiRlOAAAB","MV_CR-9nUaYOPwdBAAAF","9vhbO5VDXdXFm8IQAAAH","Ng6hqWgdPeWVnRKdAAAJ","jOX6D5afkerdjHnMAAAN","9vZUEO9SGCAwSuBxAAAO","nQUxpK3MJuZ2NDFcAAAP","ZluMdbL-0ooqM3k3AAAR","nlQI2i6TY5NRBFjSAAAT"] | Content: โแ้ย😂
[Chat Event] Time: 2026-07-22T16:44:25.556Z | Room: 2afbab0ebcdf8d2539323671bd12ef68 | Sockets in Room: ["MITNXOtvwW5hiRlOAAAB","MV_CR-9nUaYOPwdBAAAF","9vhbO5VDXdXFm8IQAAAH","Ng6hqWgdPeWVnRKdAAAJ","jOX6D5afkerdjHnMAAAN","9vZUEO9SGCAwSuBxAAAO","nQUxpK3MJuZ2NDFcAAAP","ZluMdbL-0ooqM3k3AAAR","nlQI2i6TY5NRBFjSAAAT"] | Content: 555
[Chat Event] Time: 2026-07-22T16:44:25.557Z | Room: 2afbab0ebcdf8d2539323671bd12ef68 | Sockets in Room: ["MITNXOtvwW5hiRlOAAAB","MV_CR-9nUaYOPwdBAAAF","9vhbO5VDXdXFm8IQAAAH","Ng6hqWgdPeWVnRKdAAAJ","jOX6D5afkerdjHnMAAAN","9vZUEO9SGCAwSuBxAAAO","nQUxpK3MJuZ2NDFcAAAP","ZluMdbL-0ooqM3k3AAAR","nlQI2i6TY5NRBFjSAAAT"] | Content: 556666
[Chat Event] Time: 2026-07-22T16:44:26.415Z | Room: 2afbab0ebcdf8d2539323671bd12ef68 | Sockets in Room: ["MITNXOtvwW5hiRlOAAAB","MV_CR-9nUaYOPwdBAAAF","9vhbO5VDXdXFm8IQAAAH","Ng6hqWgdPeWVnRKdAAAJ","jOX6D5afkerdjHnMAAAN","9vZUEO9SGCAwSuBxAAAO","nQUxpK3MJuZ2NDFcAAAP","ZluMdbL-0ooqM3k3AAAR","nlQI2i6TY5NRBFjSAAAT"] | Content: ตกใจเสียงมันวิ่งมา
[Chat Event] Time: 2026-07-22T16:44:27.273Z | Room: 2afbab0ebcdf8d2539323671bd12ef68 | Sockets in Room: ["MITNXOtvwW5hiRlOAAAB","MV_CR-9nUaYOPwdBAAAF","9vhbO5VDXdXFm8IQAAAH","Ng6hqWgdPeWVnRKdAAAJ","jOX6D5afkerdjHnMAAAN","9vZUEO9SGCAwSuBxAAAO","nQUxpK3MJuZ2NDFcAAAP","ZluMdbL-0ooqM3k3AAAR","nlQI2i6TY5NRBFjSAAAT"] | Content: 5555
[Chat Event] Time: 2026-07-22T16:44:27.274Z | Room: 2afbab0ebcdf8d2539323671bd12ef68 | Sockets in Room: ["MITNXOtvwW5hiRlOAAAB","MV_CR-9nUaYOPwdBAAAF","9vhbO5VDXdXFm8IQAAAH","Ng6hqWgdPeWVnRKdAAAJ","jOX6D5afkerdjHnMAAAN","9vZUEO9SGCAwSuBxAAAO","nQUxpK3MJuZ2NDFcAAAP","ZluMdbL-0ooqM3k3AAAR","nlQI2i6TY5NRBFjSAAAT"] | Content: จะดูอะไรก่อนนน
[Chat Event] Time: 2026-07-22T16:44:28.055Z | Room: 2afbab0ebcdf8d2539323671bd12ef68 | Sockets in Room: ["MITNXOtvwW5hiRlOAAAB","MV_CR-9nUaYOPwdBAAAF","9vhbO5VDXdXFm8IQAAAH","Ng6hqWgdPeWVnRKdAAAJ","jOX6D5afkerdjHnMAAAN","9vZUEO9SGCAwSuBxAAAO","nQUxpK3MJuZ2NDFcAAAP","ZluMdbL-0ooqM3k3AAAR","nlQI2i6TY5NRBFjSAAAT"] | Content: น่ากลัวมาก55555
[Chat Event] Time: 2026-07-22T16:44:28.915Z | Room: 2afbab0ebcdf8d2539323671bd12ef68 | Sockets in Room: ["MITNXOtvwW5hiRlOAAAB","MV_CR-9nUaYOPwdBAAAF","9vhbO5VDXdXFm8IQAAAH","Ng6hqWgdPeWVnRKdAAAJ","jOX6D5afkerdjHnMAAAN","9vZUEO9SGCAwSuBxAAAO","nQUxpK3MJuZ2NDFcAAAP","ZluMdbL-0ooqM3k3AAAR","nlQI2i6TY5NRBFjSAAAT"] | Content: 55555
[Chat Event] Time: 2026-07-22T16:44:30.530Z | Room: 2afbab0ebcdf8d2539323671bd12ef68 | Sockets in Room: ["MITNXOtvwW5hiRlOAAAB","MV_CR-9nUaYOPwdBAAAF","9vhbO5VDXdXFm8IQAAAH","Ng6hqWgdPeWVnRKdAAAJ","jOX6D5afkerdjHnMAAAN","9vZUEO9SGCAwSuBxAAAO","nQUxpK3MJuZ2NDFcAAAP","ZluMdbL-0ooqM3k3AAAR","nlQI2i6TY5NRBFjSAAAT"] | Content: 55555
[Chat Event] Time: 2026-07-22T16:44:31.369Z | Room: 2afbab0ebcdf8d2539323671bd12ef68 | Sockets in Room: ["MITNXOtvwW5hiRlOAAAB","MV_CR-9nUaYOPwdBAAAF","9vhbO5VDXdXFm8IQAAAH","Ng6hqWgdPeWVnRKdAAAJ","jOX6D5afkerdjHnMAAAN","9vZUEO9SGCAwSuBxAAAO","nQUxpK3MJuZ2NDFcAAAP","ZluMdbL-0ooqM3k3AAAR","nlQI2i6TY5NRBFjSAAAT"] | Content: 555
[Chat Event] Time: 2026-07-22T16:44:31.369Z | Room: 2afbab0ebcdf8d2539323671bd12ef68 | Sockets in Room: ["MITNXOtvwW5hiRlOAAAB","MV_CR-9nUaYOPwdBAAAF","9vhbO5VDXdXFm8IQAAAH","Ng6hqWgdPeWVnRKdAAAJ","jOX6D5afkerdjHnMAAAN","9vZUEO9SGCAwSuBxAAAO","nQUxpK3MJuZ2NDFcAAAP","ZluMdbL-0ooqM3k3AAAR","nlQI2i6TY5NRBFjSAAAT"] | Content: 5555
[Chat Event] Time: 2026-07-22T16:44:32.167Z | Room: 2afbab0ebcdf8d2539323671bd12ef68 | Sockets in Room: ["MITNXOtvwW5hiRlOAAAB","MV_CR-9nUaYOPwdBAAAF","9vhbO5VDXdXFm8IQAAAH","Ng6hqWgdPeWVnRKdAAAJ","jOX6D5afkerdjHnMAAAN","9vZUEO9SGCAwSuBxAAAO","nQUxpK3MJuZ2NDFcAAAP","ZluMdbL-0ooqM3k3AAAR","nlQI2i6TY5NRBFjSAAAT"] | Content: เสียวมากเลยพี่5555
[Chat Event] Time: 2026-07-22T16:44:32.168Z | Room: 2afbab0ebcdf8d2539323671bd12ef68 | Sockets in Room: ["MITNXOtvwW5hiRlOAAAB","MV_CR-9nUaYOPwdBAAAF","9vhbO5VDXdXFm8IQAAAH","Ng6hqWgdPeWVnRKdAAAJ","jOX6D5afkerdjHnMAAAN","9vZUEO9SGCAwSuBxAAAO","nQUxpK3MJuZ2NDFcAAAP","ZluMdbL-0ooqM3k3AAAR","nlQI2i6TY5NRBFjSAAAT"] | Content: 5252553553555
[Chat Event] Time: 2026-07-22T16:44:33.024Z | Room: 2afbab0ebcdf8d2539323671bd12ef68 | Sockets in Room: ["MITNXOtvwW5hiRlOAAAB","MV_CR-9nUaYOPwdBAAAF","9vhbO5VDXdXFm8IQAAAH","Ng6hqWgdPeWVnRKdAAAJ","jOX6D5afkerdjHnMAAAN","9vZUEO9SGCAwSuBxAAAO","nQUxpK3MJuZ2NDFcAAAP","ZluMdbL-0ooqM3k3AAAR","nlQI2i6TY5NRBFjSAAAT"] | Content: ยาก
[Chat Event] Time: 2026-07-22T16:44:33.771Z | Room: 2afbab0ebcdf8d2539323671bd12ef68 | Sockets in Room: ["MITNXOtvwW5hiRlOAAAB","MV_CR-9nUaYOPwdBAAAF","9vhbO5VDXdXFm8IQAAAH","Ng6hqWgdPeWVnRKdAAAJ","jOX6D5afkerdjHnMAAAN","9vZUEO9SGCAwSuBxAAAO","nQUxpK3MJuZ2NDFcAAAP","ZluMdbL-0ooqM3k3AAAR","nlQI2i6TY5NRBFjSAAAT"] | Content: 5555
[Chat Event] Time: 2026-07-22T16:44:33.772Z | Room: 2afbab0ebcdf8d2539323671bd12ef68 | Sockets in Room: ["MITNXOtvwW5hiRlOAAAB","MV_CR-9nUaYOPwdBAAAF","9vhbO5VDXdXFm8IQAAAH","Ng6hqWgdPeWVnRKdAAAJ","jOX6D5afkerdjHnMAAAN","9vZUEO9SGCAwSuBxAAAO","nQUxpK3MJuZ2NDFcAAAP","ZluMdbL-0ooqM3k3AAAR","nlQI2i6TY5NRBFjSAAAT"] | Content: 55555
[Chat Event] Time: 2026-07-22T16:44:33.772Z | Room: 2afbab0ebcdf8d2539323671bd12ef68 | Sockets in Room: ["MITNXOtvwW5hiRlOAAAB","MV_CR-9nUaYOPwdBAAAF","9vhbO5VDXdXFm8IQAAAH","Ng6hqWgdPeWVnRKdAAAJ","jOX6D5afkerdjHnMAAAN","9vZUEO9SGCAwSuBxAAAO","nQUxpK3MJuZ2NDFcAAAP","ZluMdbL-0ooqM3k3AAAR","nlQI2i6TY5NRBFjSAAAT"] | Content: 55555
[Chat Event] Time: 2026-07-22T16:44:34.577Z | Room: 2afbab0ebcdf8d2539323671bd12ef68 | Sockets in Room: ["MITNXOtvwW5hiRlOAAAB","MV_CR-9nUaYOPwdBAAAF","9vhbO5VDXdXFm8IQAAAH","Ng6hqWgdPeWVnRKdAAAJ","jOX6D5afkerdjHnMAAAN","9vZUEO9SGCAwSuBxAAAO","nQUxpK3MJuZ2NDFcAAAP","ZluMdbL-0ooqM3k3AAAR","nlQI2i6TY5NRBFjSAAAT"] | Content: 5555
[Chat Event] Time: 2026-07-22T16:44:34.578Z | Room: 2afbab0ebcdf8d2539323671bd12ef68 | Sockets in Room: ["MITNXOtvwW5hiRlOAAAB","MV_CR-9nUaYOPwdBAAAF","9vhbO5VDXdXFm8IQAAAH","Ng6hqWgdPeWVnRKdAAAJ","jOX6D5afkerdjHnMAAAN","9vZUEO9SGCAwSuBxAAAO","nQUxpK3MJuZ2NDFcAAAP","ZluMdbL-0ooqM3k3AAAR","nlQI2i6TY5NRBFjSAAAT"] | Content: 🐻‍❄️🎮เกม Photomaly(เกมตัวเต็ม) วันนี้มา 22.23 น. รับบท ร้านถ่ายรูป
[Chat Event] Time: 2026-07-22T16:44:35.427Z | Room: 2afbab0ebcdf8d2539323671bd12ef68 | Sockets in Room: ["MITNXOtvwW5hiRlOAAAB","MV_CR-9nUaYOPwdBAAAF","9vhbO5VDXdXFm8IQAAAH","Ng6hqWgdPeWVnRKdAAAJ","jOX6D5afkerdjHnMAAAN","9vZUEO9SGCAwSuBxAAAO","nQUxpK3MJuZ2NDFcAAAP","ZluMdbL-0ooqM3k3AAAR","nlQI2i6TY5NRBFjSAAAT"] | Content: 55555
[Chat Event] Time: 2026-07-22T16:44:35.427Z | Room: 2afbab0ebcdf8d2539323671bd12ef68 | Sockets in Room: ["MITNXOtvwW5hiRlOAAAB","MV_CR-9nUaYOPwdBAAAF","9vhbO5VDXdXFm8IQAAAH","Ng6hqWgdPeWVnRKdAAAJ","jOX6D5afkerdjHnMAAAN","9vZUEO9SGCAwSuBxAAAO","nQUxpK3MJuZ2NDFcAAAP","ZluMdbL-0ooqM3k3AAAR","nlQI2i6TY5NRBFjSAAAT"] | Content: สติ
[Chat Event] Time: 2026-07-22T16:44:36.285Z | Room: 2afbab0ebcdf8d2539323671bd12ef68 | Sockets in Room: ["MITNXOtvwW5hiRlOAAAB","MV_CR-9nUaYOPwdBAAAF","9vhbO5VDXdXFm8IQAAAH","Ng6hqWgdPeWVnRKdAAAJ","jOX6D5afkerdjHnMAAAN","9vZUEO9SGCAwSuBxAAAO","nQUxpK3MJuZ2NDFcAAAP","ZluMdbL-0ooqM3k3AAAR","nlQI2i6TY5NRBFjSAAAT"] | Content: 55555
[Chat Event] Time: 2026-07-22T16:44:37.084Z | Room: 2afbab0ebcdf8d2539323671bd12ef68 | Sockets in Room: ["MITNXOtvwW5hiRlOAAAB","MV_CR-9nUaYOPwdBAAAF","9vhbO5VDXdXFm8IQAAAH","Ng6hqWgdPeWVnRKdAAAJ","jOX6D5afkerdjHnMAAAN","9vZUEO9SGCAwSuBxAAAO","nQUxpK3MJuZ2NDFcAAAP","ZluMdbL-0ooqM3k3AAAR","nlQI2i6TY5NRBFjSAAAT"] | Content: เกือบ
[Chat Event] Time: 2026-07-22T16:44:37.085Z | Room: 2afbab0ebcdf8d2539323671bd12ef68 | Sockets in Room: ["MITNXOtvwW5hiRlOAAAB","MV_CR-9nUaYOPwdBAAAF","9vhbO5VDXdXFm8IQAAAH","Ng6hqWgdPeWVnRKdAAAJ","jOX6D5afkerdjHnMAAAN","9vZUEO9SGCAwSuBxAAAO","nQUxpK3MJuZ2NDFcAAAP","ZluMdbL-0ooqM3k3AAAR","nlQI2i6TY5NRBFjSAAAT"] | Content: 5555
[Chat Event] Time: 2026-07-22T16:44:42.147Z | Room: 2afbab0ebcdf8d2539323671bd12ef68 | Sockets in Room: ["MITNXOtvwW5hiRlOAAAB","MV_CR-9nUaYOPwdBAAAF","9vhbO5VDXdXFm8IQAAAH","Ng6hqWgdPeWVnRKdAAAJ","jOX6D5afkerdjHnMAAAN","9vZUEO9SGCAwSuBxAAAO","nQUxpK3MJuZ2NDFcAAAP","ZluMdbL-0ooqM3k3AAAR","nlQI2i6TY5NRBFjSAAAT"] | Content: ขำมาก55555
[Chat Event] Time: 2026-07-22T16:44:45.500Z | Room: 2afbab0ebcdf8d2539323671bd12ef68 | Sockets in Room: ["MITNXOtvwW5hiRlOAAAB","MV_CR-9nUaYOPwdBAAAF","9vhbO5VDXdXFm8IQAAAH","Ng6hqWgdPeWVnRKdAAAJ","jOX6D5afkerdjHnMAAAN","9vZUEO9SGCAwSuBxAAAO","nQUxpK3MJuZ2NDFcAAAP","ZluMdbL-0ooqM3k3AAAR","nlQI2i6TY5NRBFjSAAAT"] | Content: ตกใจ5555
[Chat Event] Time: 2026-07-22T16:44:47.096Z | Room: 2afbab0ebcdf8d2539323671bd12ef68 | Sockets in Room: ["MITNXOtvwW5hiRlOAAAB","MV_CR-9nUaYOPwdBAAAF","9vhbO5VDXdXFm8IQAAAH","Ng6hqWgdPeWVnRKdAAAJ","jOX6D5afkerdjHnMAAAN","9vZUEO9SGCAwSuBxAAAO","nQUxpK3MJuZ2NDFcAAAP","ZluMdbL-0ooqM3k3AAAR","nlQI2i6TY5NRBFjSAAAT"] | Content: ตกใจทุกช็อต
[Chat Event] Time: 2026-07-22T16:44:50.470Z | Room: 2afbab0ebcdf8d2539323671bd12ef68 | Sockets in Room: ["MITNXOtvwW5hiRlOAAAB","MV_CR-9nUaYOPwdBAAAF","9vhbO5VDXdXFm8IQAAAH","Ng6hqWgdPeWVnRKdAAAJ","jOX6D5afkerdjHnMAAAN","9vZUEO9SGCAwSuBxAAAO","nQUxpK3MJuZ2NDFcAAAP","ZluMdbL-0ooqM3k3AAAR","nlQI2i6TY5NRBFjSAAAT"] | Content: ไม่ง่ายเลยย
[Chat Event] Time: 2026-07-22T16:44:50.471Z | Room: 2afbab0ebcdf8d2539323671bd12ef68 | Sockets in Room: ["MITNXOtvwW5hiRlOAAAB","MV_CR-9nUaYOPwdBAAAF","9vhbO5VDXdXFm8IQAAAH","Ng6hqWgdPeWVnRKdAAAJ","jOX6D5afkerdjHnMAAAN","9vZUEO9SGCAwSuBxAAAO","nQUxpK3MJuZ2NDFcAAAP","ZluMdbL-0ooqM3k3AAAR","nlQI2i6TY5NRBFjSAAAT"] | Content: 555555
[Chat Event] Time: 2026-07-22T16:44:53.742Z | Room: 2afbab0ebcdf8d2539323671bd12ef68 | Sockets in Room: ["MITNXOtvwW5hiRlOAAAB","MV_CR-9nUaYOPwdBAAAF","9vhbO5VDXdXFm8IQAAAH","Ng6hqWgdPeWVnRKdAAAJ","jOX6D5afkerdjHnMAAAN","9vZUEO9SGCAwSuBxAAAO","nQUxpK3MJuZ2NDFcAAAP","ZluMdbL-0ooqM3k3AAAR","nlQI2i6TY5NRBFjSAAAT"] | Content: ตกใจแหม่555
[Chat Event] Time: 2026-07-22T16:44:55.409Z | Room: 2afbab0ebcdf8d2539323671bd12ef68 | Sockets in Room: ["MITNXOtvwW5hiRlOAAAB","MV_CR-9nUaYOPwdBAAAF","9vhbO5VDXdXFm8IQAAAH","Ng6hqWgdPeWVnRKdAAAJ","jOX6D5afkerdjHnMAAAN","9vZUEO9SGCAwSuBxAAAO","nQUxpK3MJuZ2NDFcAAAP","ZluMdbL-0ooqM3k3AAAR","nlQI2i6TY5NRBFjSAAAT"] | Content: 55555
[Chat Event] Time: 2026-07-22T16:44:57.054Z | Room: 2afbab0ebcdf8d2539323671bd12ef68 | Sockets in Room: ["MITNXOtvwW5hiRlOAAAB","MV_CR-9nUaYOPwdBAAAF","9vhbO5VDXdXFm8IQAAAH","Ng6hqWgdPeWVnRKdAAAJ","jOX6D5afkerdjHnMAAAN","9vZUEO9SGCAwSuBxAAAO","nQUxpK3MJuZ2NDFcAAAP","ZluMdbL-0ooqM3k3AAAR","nlQI2i6TY5NRBFjSAAAT"] | Content: จบเลย5555
[Chat Event] Time: 2026-07-22T16:44:57.823Z | Room: 2afbab0ebcdf8d2539323671bd12ef68 | Sockets in Room: ["MITNXOtvwW5hiRlOAAAB","MV_CR-9nUaYOPwdBAAAF","9vhbO5VDXdXFm8IQAAAH","Ng6hqWgdPeWVnRKdAAAJ","jOX6D5afkerdjHnMAAAN","9vZUEO9SGCAwSuBxAAAO","nQUxpK3MJuZ2NDFcAAAP","ZluMdbL-0ooqM3k3AAAR","nlQI2i6TY5NRBFjSAAAT"] | Content: 5555555
[Chat Event] Time: 2026-07-22T16:44:57.824Z | Room: 2afbab0ebcdf8d2539323671bd12ef68 | Sockets in Room: ["MITNXOtvwW5hiRlOAAAB","MV_CR-9nUaYOPwdBAAAF","9vhbO5VDXdXFm8IQAAAH","Ng6hqWgdPeWVnRKdAAAJ","jOX6D5afkerdjHnMAAAN","9vZUEO9SGCAwSuBxAAAO","nQUxpK3MJuZ2NDFcAAAP","ZluMdbL-0ooqM3k3AAAR","nlQI2i6TY5NRBFjSAAAT"] | Content: @♥️🔮ℳ𝓞𝓝 & 𝓞 🔮♥️ มาดูตามหลานหรอ
[Chat Event] Time: 2026-07-22T16:44:57.825Z | Room: 2afbab0ebcdf8d2539323671bd12ef68 | Sockets in Room: ["MITNXOtvwW5hiRlOAAAB","MV_CR-9nUaYOPwdBAAAF","9vhbO5VDXdXFm8IQAAAH","Ng6hqWgdPeWVnRKdAAAJ","jOX6D5afkerdjHnMAAAN","9vZUEO9SGCAwSuBxAAAO","nQUxpK3MJuZ2NDFcAAAP","ZluMdbL-0ooqM3k3AAAR","nlQI2i6TY5NRBFjSAAAT"] | Content: 55555
[Chat Event] Time: 2026-07-22T16:44:57.825Z | Room: 2afbab0ebcdf8d2539323671bd12ef68 | Sockets in Room: ["MITNXOtvwW5hiRlOAAAB","MV_CR-9nUaYOPwdBAAAF","9vhbO5VDXdXFm8IQAAAH","Ng6hqWgdPeWVnRKdAAAJ","jOX6D5afkerdjHnMAAAN","9vZUEO9SGCAwSuBxAAAO","nQUxpK3MJuZ2NDFcAAAP","ZluMdbL-0ooqM3k3AAAR","nlQI2i6TY5NRBFjSAAAT"] | Content: 5555
[Chat Event] Time: 2026-07-22T16:44:59.454Z | Room: 2afbab0ebcdf8d2539323671bd12ef68 | Sockets in Room: ["MITNXOtvwW5hiRlOAAAB","MV_CR-9nUaYOPwdBAAAF","9vhbO5VDXdXFm8IQAAAH","Ng6hqWgdPeWVnRKdAAAJ","jOX6D5afkerdjHnMAAAN","9vZUEO9SGCAwSuBxAAAO","nQUxpK3MJuZ2NDFcAAAP","ZluMdbL-0ooqM3k3AAAR","nlQI2i6TY5NRBFjSAAAT"] | Content: 5555555555555
[Chat Event] Time: 2026-07-22T16:44:59.455Z | Room: 2afbab0ebcdf8d2539323671bd12ef68 | Sockets in Room: ["MITNXOtvwW5hiRlOAAAB","MV_CR-9nUaYOPwdBAAAF","9vhbO5VDXdXFm8IQAAAH","Ng6hqWgdPeWVnRKdAAAJ","jOX6D5afkerdjHnMAAAN","9vZUEO9SGCAwSuBxAAAO","nQUxpK3MJuZ2NDFcAAAP","ZluMdbL-0ooqM3k3AAAR","nlQI2i6TY5NRBFjSAAAT"] | Content: 555
[Chat Event] Time: 2026-07-22T16:44:59.455Z | Room: 2afbab0ebcdf8d2539323671bd12ef68 | Sockets in Room: ["MITNXOtvwW5hiRlOAAAB","MV_CR-9nUaYOPwdBAAAF","9vhbO5VDXdXFm8IQAAAH","Ng6hqWgdPeWVnRKdAAAJ","jOX6D5afkerdjHnMAAAN","9vZUEO9SGCAwSuBxAAAO","nQUxpK3MJuZ2NDFcAAAP","ZluMdbL-0ooqM3k3AAAR","nlQI2i6TY5NRBFjSAAAT"] | Content: โห
[Chat Event] Time: 2026-07-22T16:45:04.515Z | Room: 2afbab0ebcdf8d2539323671bd12ef68 | Sockets in Room: ["MITNXOtvwW5hiRlOAAAB","MV_CR-9nUaYOPwdBAAAF","9vhbO5VDXdXFm8IQAAAH","Ng6hqWgdPeWVnRKdAAAJ","jOX6D5afkerdjHnMAAAN","9vZUEO9SGCAwSuBxAAAO","nQUxpK3MJuZ2NDFcAAAP","ZluMdbL-0ooqM3k3AAAR","nlQI2i6TY5NRBFjSAAAT"] | Content: สะดุ้งเลย
[Chat Event] Time: 2026-07-22T16:45:05.366Z | Room: 2afbab0ebcdf8d2539323671bd12ef68 | Sockets in Room: ["MITNXOtvwW5hiRlOAAAB","MV_CR-9nUaYOPwdBAAAF","9vhbO5VDXdXFm8IQAAAH","Ng6hqWgdPeWVnRKdAAAJ","jOX6D5afkerdjHnMAAAN","9vZUEO9SGCAwSuBxAAAO","nQUxpK3MJuZ2NDFcAAAP","ZluMdbL-0ooqM3k3AAAR","nlQI2i6TY5NRBFjSAAAT"] | Content: สะเดิดหมด
[Gift Event] Time: 2026-07-22T16:45:06.135Z | Token: 2afbab0ebcdf8d2539323671bd12ef68 | GiftName: ขวัญกระเจิง | GiftId: 59361
